Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 68.0.3440.106,,2018-08-17 11:29:33,2018-08-17 11:40:26,10m - 53.012s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 68.0.3440.106,,2018-08-17 11:29:33,2018-08-17 11:34:18,4m - 44.105s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.017s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.003s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.001s,PASSED
"Statement - password = ""123456""",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.004s,PASSED
"Statement - newpassword = ""test123""",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.002s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.003s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.007s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.056s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:29:34,0.005s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 68.0.3440.106,,2018-08-17 11:29:34,2018-08-17 11:30:05,30.752s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-08-17 11:30:05,2018-08-17 11:30:14,9.208s,PASSED
beautytap.GeneralAction.signup,Chrome 68.0.3440.106,,2018-08-17 11:30:14,2018-08-17 11:30:15,1.269s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-08-17 11:30:15,2018-08-17 11:30:22,6.877s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 68.0.3440.106,,2018-08-17 11:30:22,2018-08-17 11:30:29,6.583s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 68.0.3440.106,VP2: Verify activation email exist,2018-08-17 11:30:29,2018-08-17 11:30:29,0.555s,PASSED
beautytap.GeneralAction.openEmail,Chrome 68.0.3440.106,,2018-08-17 11:30:29,2018-08-17 11:30:30,0.116s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 68.0.3440.106,,2018-08-17 11:30:30,2018-08-17 11:30:49,19.592s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-08-17 11:30:49,2018-08-17 11:30:49,0.015s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP3: Verify message display: Your account is now active!,2018-08-17 11:30:49,2018-08-17 11:30:49,0.099s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-08-17 11:30:49,2018-08-17 11:30:59,9.382s,PASSED
beautytap.GeneralAction.login,Chrome 68.0.3440.106,Login with username and password,2018-08-17 11:30:59,2018-08-17 11:30:59,0.643s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP4: Verify avatar icon displays,2018-08-17 11:30:59,2018-08-17 11:31:14,15.089s,PASSED
beautytap.GeneralAction.logout,Chrome 68.0.3440.106,,2018-08-17 11:31:14,2018-08-17 11:31:15,0.421s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-08-17 11:31:15,2018-08-17 11:31:34,19.504s,PASSED
beautytap.GeneralAction.login,Chrome 68.0.3440.106,Login with email and password,2018-08-17 11:31:34,2018-08-17 11:31:35,0.660s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP5: Verify avatar icon displays,2018-08-17 11:31:35,2018-08-17 11:31:50,14.951s,PASSED
beautytap.GeneralAction.logout,Chrome 68.0.3440.106,,2018-08-17 11:31:50,2018-08-17 11:31:51,0.622s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,RESET PASSWORD,2018-08-17 11:31:51,2018-08-17 11:32:10,19.296s,PASSED
click,Chrome 68.0.3440.106,,2018-08-17 11:32:10,2018-08-17 11:32:19,9.262s,PASSED
sendKeys,Chrome 68.0.3440.106,,2018-08-17 11:32:19,2018-08-17 11:32:19,0.144s,PASSED
click,Chrome 68.0.3440.106,,2018-08-17 11:32:19,2018-08-17 11:32:19,0.160s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-08-17 11:32:19,2018-08-17 11:32:25,5.297s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 68.0.3440.106,,2018-08-17 11:32:25,2018-08-17 11:32:29,4.443s,PASSED
