Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 69.0.3497.100,,2018-09-20 19:17:54,2018-09-20 19:35:34,17m - 39.822s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-20 19:17:54,2018-09-20 19:20:50,2m - 55.948s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-20 19:17:55,2018-09-20 19:17:55,0.047s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-20 19:17:55,2018-09-20 19:17:55,0.030s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-20 19:17:55,2018-09-20 19:17:56,0.023s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:17:56,0.011s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:17:56,0.017s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:17:56,0.013s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:17:56,0.010s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:17:56,0.047s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:17:56,0.017s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-20 19:17:56,2018-09-20 19:18:17,21.478s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 19:18:17,2018-09-20 19:18:20,2.853s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-20 19:18:20,2018-09-20 19:18:21,1.459s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-09-20 19:18:21,2018-09-20 19:18:27,5.266s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-20 19:18:27,2018-09-20 19:18:36,9.203s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-09-20 19:18:36,2018-09-20 19:18:36,0.077s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-20 19:18:36,2018-09-20 19:18:36,0.226s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-20 19:18:36,2018-09-20 19:18:51,14.812s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 19:18:51,2018-09-20 19:18:51,0.020s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-09-20 19:18:51,2018-09-20 19:18:51,0.062s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 19:18:51,2018-09-20 19:18:54,2.999s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-09-20 19:18:54,2018-09-20 19:18:55,0.679s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-09-20 19:18:55,2018-09-20 19:19:03,8.587s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 19:19:03,2018-09-20 19:19:04,0.525s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 19:19:04,2018-09-20 19:19:12,7.640s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-09-20 19:19:12,2018-09-20 19:19:13,1.566s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-09-20 19:19:13,2018-09-20 19:19:21,8.323s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 19:19:21,2018-09-20 19:19:22,0.617s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-09-20 19:19:22,2018-09-20 19:19:31,9.319s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 19:19:31,2018-09-20 19:19:35,3.154s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-20 19:19:35,2018-09-20 19:19:35,0.222s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 19:19:35,2018-09-20 19:19:35,0.418s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-09-20 19:19:35,2018-09-20 19:19:39,3.713s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-20 19:19:39,2018-09-20 19:19:47,8.245s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-09-20 19:19:47,2018-09-20 19:19:47,0.045s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-20 19:19:47,2018-09-20 19:19:47,0.140s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-20 19:19:47,2018-09-20 19:19:52,4.310s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 19:19:52,2018-09-20 19:20:12,20.018s,PASSED
clearText,Chrome 69.0.3497.100,,2018-09-20 19:20:12,2018-09-20 19:20:12,0.090s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-20 19:20:12,2018-09-20 19:20:12,0.325s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 19:20:12,2018-09-20 19:20:18,5.611s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP8: Verify message displays: Your password has been reset.,2018-09-20 19:20:18,2018-09-20 19:20:18,0.036s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 19:20:18,2018-09-20 19:20:20,2.588s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 19:20:20,2018-09-20 19:20:21,0.756s,PASSED
verifyElementText,Chrome 69.0.3497.100,VP9: Verify message displays: Wrong Password when logging in with old password,2018-09-20 19:20:21,2018-09-20 19:20:22,0.636s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 19:20:22,2018-09-20 19:20:22,0.759s,PASSED
