Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 68.0.3440.106,,2018-08-30 15:46:22,2018-08-30 16:07:01,20m - 38.884s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 68.0.3440.106,,2018-08-30 15:46:22,2018-08-30 15:49:13,2m - 50.439s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.017s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.004s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.004s,PASSED
"Statement - password = ""123456""",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.003s,PASSED
"Statement - newpassword = ""test123""",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.001s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.004s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.002s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.041s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:23,0.098s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 68.0.3440.106,,2018-08-30 15:46:23,2018-08-30 15:46:49,26.127s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-08-30 15:46:49,2018-08-30 15:46:53,3.257s,PASSED
beautytap.GeneralAction.signup,Chrome 68.0.3440.106,,2018-08-30 15:46:53,2018-08-30 15:46:54,1.424s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-08-30 15:46:54,2018-08-30 15:46:59,5.294s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 68.0.3440.106,,2018-08-30 15:46:59,2018-08-30 15:47:08,8.644s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 68.0.3440.106,VP2: Verify activation email exist,2018-08-30 15:47:08,2018-08-30 15:47:09,0.557s,PASSED
beautytap.GeneralAction.openEmail,Chrome 68.0.3440.106,,2018-08-30 15:47:09,2018-08-30 15:47:09,0.149s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 68.0.3440.106,,2018-08-30 15:47:09,2018-08-30 15:47:23,14.355s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-08-30 15:47:23,2018-08-30 15:47:23,0.019s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP3: Verify message display: Your account is now active!,2018-08-30 15:47:23,2018-08-30 15:47:23,0.031s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-08-30 15:47:23,2018-08-30 15:47:26,3.021s,PASSED
beautytap.GeneralAction.login,Chrome 68.0.3440.106,Login with username and password,2018-08-30 15:47:26,2018-08-30 15:47:27,0.775s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP4: Verify avatar icon displays,2018-08-30 15:47:27,2018-08-30 15:47:35,8.355s,PASSED
beautytap.GeneralAction.logout,Chrome 68.0.3440.106,,2018-08-30 15:47:35,2018-08-30 15:47:36,0.469s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-08-30 15:47:36,2018-08-30 15:47:42,5.979s,PASSED
