Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 68.0.3440.106,,2018-09-05 15:14:02,2018-09-05 15:34:04,20m - 2.125s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 68.0.3440.106,,2018-09-05 15:14:02,2018-09-05 15:17:02,2m - 59.906s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:03,0.048s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:03,0.015s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:03,0.012s,PASSED
"Statement - password = ""123456""",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:03,0.011s,PASSED
"Statement - newpassword = ""test123""",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:03,0.015s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:03,0.015s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 68.0.3440.106,,2018-09-05 15:14:03,2018-09-05 15:14:04,0.052s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 68.0.3440.106,,2018-09-05 15:14:04,2018-09-05 15:14:04,0.064s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 68.0.3440.106,,2018-09-05 15:14:04,2018-09-05 15:14:04,0.022s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 68.0.3440.106,,2018-09-05 15:14:04,2018-09-05 15:14:32,28.666s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-09-05 15:14:32,2018-09-05 15:14:35,2.840s,PASSED
beautytap.GeneralAction.signup,Chrome 68.0.3440.106,,2018-09-05 15:14:35,2018-09-05 15:14:37,1.699s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-09-05 15:14:37,2018-09-05 15:14:43,5.745s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 68.0.3440.106,,2018-09-05 15:14:43,2018-09-05 15:14:52,9.443s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 68.0.3440.106,VP2: Verify activation email exist,2018-09-05 15:14:52,2018-09-05 15:14:53,0.589s,PASSED
beautytap.GeneralAction.openEmail,Chrome 68.0.3440.106,,2018-09-05 15:14:53,2018-09-05 15:14:53,0.137s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 68.0.3440.106,,2018-09-05 15:14:53,2018-09-05 15:15:07,14.406s,PASSED
waitForPageLoad,Chrome 68.0.3440.106,,2018-09-05 15:15:07,2018-09-05 15:15:07,0.050s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP3: Verify message display: Your account is now active!,2018-09-05 15:15:07,2018-09-05 15:15:07,0.056s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-09-05 15:15:07,2018-09-05 15:15:10,2.727s,PASSED
beautytap.GeneralAction.login,Chrome 68.0.3440.106,Login with username and password,2018-09-05 15:15:10,2018-09-05 15:15:11,0.845s,PASSED
verifyElementPresent,Chrome 68.0.3440.106,VP4: Verify avatar icon displays,2018-09-05 15:15:11,2018-09-05 15:15:19,8.313s,PASSED
beautytap.GeneralAction.logout,Chrome 68.0.3440.106,,2018-09-05 15:15:19,2018-09-05 15:15:20,0.439s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 68.0.3440.106,,2018-09-05 15:15:20,2018-09-05 15:15:26,6.860s,PASSED
beautytap.GeneralAction.login,Chrome 68.0.3440.106,Login with email and password,2018-09-05 15:15:26,2018-09-05 15:15:27,0.880s,PASSED
