Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 67.0.3396.99,,2018-07-27 16:54:47,2018-07-27 17:00:35,5m - 47.739s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 67.0.3396.99,,2018-07-27 16:54:47,2018-07-27 16:58:05,3m - 17.992s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.019s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.002s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.000s,PASSED
"Statement - password = ""123456""",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.012s,PASSED
"Statement - newpassword = ""test123""",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.000s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.015s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.000s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.042s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:54:48,0.000s,PASSED
openBrowser,Chrome 67.0.3396.99,,2018-07-27 16:54:48,2018-07-27 16:55:11,23.249s,PASSED
maximizeWindow,Chrome 67.0.3396.99,,2018-07-27 16:55:11,2018-07-27 16:55:12,0.293s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:55:12,2018-07-27 16:55:17,5.376s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-27 16:55:17,2018-07-27 16:55:17,0.088s,PASSED
beautytap.beautytapAction.signup,Chrome 67.0.3396.99,,2018-07-27 16:55:17,2018-07-27 16:55:19,1.709s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-27 16:55:19,2018-07-27 16:55:29,10.493s,PASSED
beautytap.beautytapAction.openMailBox,Chrome 67.0.3396.99,,2018-07-27 16:55:29,2018-07-27 16:55:33,4.018s,PASSED
beautytap.beautytapAction.verifyEmailExist,Chrome 67.0.3396.99,,2018-07-27 16:55:33,2018-07-27 16:55:34,0.558s,PASSED
beautytap.beautytapAction.openEmail,Chrome 67.0.3396.99,,2018-07-27 16:55:34,2018-07-27 16:55:34,0.121s,PASSED
beautytap.beautytapAction.clickEmailLink,Chrome 67.0.3396.99,,2018-07-27 16:55:34,2018-07-27 16:56:02,27.710s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-27 16:56:02,2018-07-27 16:56:02,0.015s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-27 16:56:02,2018-07-27 16:56:02,0.061s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:56:02,2018-07-27 16:56:06,4.183s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-27 16:56:06,2018-07-27 16:56:06,0.022s,PASSED
beautytap.beautytapAction.login,Chrome 67.0.3396.99,,2018-07-27 16:56:06,2018-07-27 16:56:07,0.565s,PASSED
verifyElementPresent,Chrome 67.0.3396.99,,2018-07-27 16:56:07,2018-07-27 16:56:19,12.505s,PASSED
beautytap.beautytapAction.logout,Chrome 67.0.3396.99,,2018-07-27 16:56:19,2018-07-27 16:56:19,0.447s,PASSED
click,Chrome 67.0.3396.99,,2018-07-27 16:56:19,2018-07-27 16:56:28,8.842s,PASSED
waitForPageLoad,Chrome 67.0.3396.99,,2018-07-27 16:56:28,2018-07-27 16:56:28,0.010s,PASSED
beautytap.beautytapAction.login,Chrome 67.0.3396.99,,2018-07-27 16:56:28,2018-07-27 16:56:29,0.697s,PASSED
