Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,Chrome 69.0.3497.100,,2018-09-29 10:40:08,2018-09-29 11:24:17,44m - 9.287s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-29 10:40:09,2018-09-29 10:43:05,2m - 55.912s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.062s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.038s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.010s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.104s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.099s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.019s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:10,0.016s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-29 10:40:10,2018-09-29 10:40:11,0.112s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-29 10:40:11,2018-09-29 10:40:11,0.079s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-29 10:40:11,2018-09-29 10:40:34,23.668s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-29 10:40:34,2018-09-29 10:40:37,2.764s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-29 10:40:37,2018-09-29 10:40:39,1.789s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-09-29 10:40:39,2018-09-29 10:40:44,5.260s,PASSED
