Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,Chrome 69.0.3497.100,,2018-09-24 11:34:55,2018-09-24 12:03:36,28m - 40.928s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-24 11:34:56,2018-09-24 11:38:41,3m - 45.495s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-24 11:34:57,2018-09-24 11:34:57,0.120s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-24 11:34:57,2018-09-24 11:34:57,0.043s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-24 11:34:57,2018-09-24 11:34:57,0.050s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-24 11:34:57,2018-09-24 11:34:58,0.081s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-24 11:34:58,2018-09-24 11:34:58,0.036s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-24 11:34:58,2018-09-24 11:34:58,0.030s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-24 11:34:58,2018-09-24 11:34:58,0.055s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-24 11:34:58,2018-09-24 11:34:58,0.067s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-24 11:34:58,2018-09-24 11:34:58,0.036s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-24 11:34:58,2018-09-24 11:36:09,1m - 11.361s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-24 11:36:09,2018-09-24 11:36:14,4.426s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-24 11:36:14,2018-09-24 11:36:15,1.513s,PASSED
