Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 69.0.3497.100,,2018-09-20 16:52:23,2018-09-20 17:10:59,18m - 35.981s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-20 16:52:24,2018-09-20 16:55:50,3m - 26.590s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.073s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.007s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.002s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.003s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.025s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.012s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.027s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.170s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:25,0.014s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-20 16:52:25,2018-09-20 16:52:58,32.580s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 16:52:58,2018-09-20 16:53:02,4.272s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-20 16:53:02,2018-09-20 16:53:06,3.538s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-09-20 16:53:06,2018-09-20 16:53:11,5.446s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-20 16:53:11,2018-09-20 16:53:20,9.202s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-09-20 16:53:20,2018-09-20 16:53:20,0.157s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-20 16:53:20,2018-09-20 16:53:21,0.351s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-20 16:53:21,2018-09-20 16:53:37,15.913s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 16:53:37,2018-09-20 16:53:37,0.016s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-09-20 16:53:37,2018-09-20 16:53:37,0.046s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 16:53:37,2018-09-20 16:53:40,2.893s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-09-20 16:53:40,2018-09-20 16:53:40,0.675s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-09-20 16:53:40,2018-09-20 16:53:50,9.777s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 16:53:50,2018-09-20 16:53:51,0.878s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 16:53:51,2018-09-20 16:54:02,11.056s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-09-20 16:54:02,2018-09-20 16:54:04,1.710s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-09-20 16:54:04,2018-09-20 16:54:12,8.027s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 16:54:12,2018-09-20 16:54:13,0.987s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-09-20 16:54:13,2018-09-20 16:54:19,6.763s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 16:54:19,2018-09-20 16:54:22,2.769s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-20 16:54:22,2018-09-20 16:54:22,0.243s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 16:54:22,2018-09-20 16:54:23,0.214s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-09-20 16:54:23,2018-09-20 16:54:26,3.687s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-20 16:54:26,2018-09-20 16:54:35,8.186s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-09-20 16:54:35,2018-09-20 16:54:35,0.038s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-20 16:54:35,2018-09-20 16:54:35,0.258s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-20 16:54:35,2018-09-20 16:54:41,6.343s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 16:54:41,2018-09-20 16:55:01,20.008s,PASSED
clearText,Chrome 69.0.3497.100,,2018-09-20 16:55:01,2018-09-20 16:55:01,0.096s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-20 16:55:01,2018-09-20 16:55:02,0.190s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 16:55:02,2018-09-20 16:55:08,6.367s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP8: Verify message displays: Your password has been reset.,2018-09-20 16:55:08,2018-09-20 16:55:08,0.036s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 16:55:08,2018-09-20 16:55:11,2.991s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 16:55:11,2018-09-20 16:55:12,1.088s,PASSED
verifyElementText,Chrome 69.0.3497.100,VP9: Verify message displays: Wrong Password when logging in with old password,2018-09-20 16:55:12,2018-09-20 16:55:13,0.618s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 16:55:13,2018-09-20 16:55:13,0.709s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP10: User can login successfully with username and new password,2018-09-20 16:55:13,2018-09-20 16:55:24,10.372s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 16:55:24,2018-09-20 16:55:25,0.983s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 16:55:25,2018-09-20 16:55:37,12.790s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 16:55:37,2018-09-20 16:55:38,0.788s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP11: Verify user can login with email and new password,2018-09-20 16:55:38,2018-09-20 16:55:46,8.144s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 16:55:46,2018-09-20 16:55:48,1.583s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC02_SignUp_Login_ViaFacebookEmail_NewUser_OldUser,Chrome 69.0.3497.100,,2018-09-20 16:55:50,2018-09-20 17:00:09,4m - 18.826s,PASSED
beautytap.AdminAction.deleteUser,Chrome 69.0.3497.100,,2018-09-20 16:55:50,2018-09-20 16:56:25,34.794s,PASSED
