Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,Chrome 69.0.3497.100,,2018-09-26 14:27:58,2018-09-26 14:51:32,23m - 34.050s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-26 14:27:59,2018-09-26 14:31:41,3m - 41.413s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.045s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.035s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.022s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.012s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.033s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.024s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.034s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.068s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:01,0.039s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-26 14:28:01,2018-09-26 14:28:48,47.551s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-26 14:28:48,2018-09-26 14:28:52,3.184s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-26 14:28:52,2018-09-26 14:28:54,1.929s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-09-26 14:28:54,2018-09-26 14:28:59,5.381s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-26 14:28:59,2018-09-26 14:29:08,9.028s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-09-26 14:29:08,2018-09-26 14:29:08,0.061s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-26 14:29:08,2018-09-26 14:29:08,0.148s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-26 14:29:08,2018-09-26 14:29:22,13.694s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-26 14:29:22,2018-09-26 14:29:22,0.029s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-09-26 14:29:22,2018-09-26 14:29:22,0.070s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-26 14:29:22,2018-09-26 14:29:24,2.383s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-09-26 14:29:24,2018-09-26 14:29:25,1.068s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-09-26 14:29:25,2018-09-26 14:29:37,11.292s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-26 14:29:37,2018-09-26 14:29:37,0.571s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-26 14:29:37,2018-09-26 14:29:45,7.880s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-09-26 14:29:45,2018-09-26 14:29:46,0.991s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-09-26 14:29:46,2018-09-26 14:29:57,10.785s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-26 14:29:57,2018-09-26 14:29:58,1.483s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-09-26 14:29:58,2018-09-26 14:30:10,11.436s,PASSED
click,Chrome 69.0.3497.100,,2018-09-26 14:30:10,2018-09-26 14:30:13,2.823s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-26 14:30:13,2018-09-26 14:30:13,0.196s,PASSED
click,Chrome 69.0.3497.100,,2018-09-26 14:30:13,2018-09-26 14:30:13,0.274s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-09-26 14:30:13,2018-09-26 14:30:17,3.400s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-26 14:30:17,2018-09-26 14:30:26,9.426s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-09-26 14:30:26,2018-09-26 14:30:26,0.044s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-26 14:30:26,2018-09-26 14:30:26,0.190s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-26 14:30:26,2018-09-26 14:30:35,9.271s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-26 14:30:35,2018-09-26 14:30:55,20.019s,PASSED
