Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TS1,Chrome 69.0.3497.100,,2018-09-20 10:34:40,2018-09-20 10:55:21,20m - 41.612s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-20 10:34:40,2018-09-20 10:37:51,3m - 10.228s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.139s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.087s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.068s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.036s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.019s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.014s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.030s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.062s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:34:42,0.020s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-20 10:34:42,2018-09-20 10:35:25,42.653s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:35:25,2018-09-20 10:35:28,3.144s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-20 10:35:28,2018-09-20 10:35:30,1.779s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-09-20 10:35:30,2018-09-20 10:35:36,5.789s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-20 10:35:36,2018-09-20 10:35:45,9.390s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-09-20 10:35:45,2018-09-20 10:35:45,0.062s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-20 10:35:45,2018-09-20 10:35:45,0.152s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-20 10:35:45,2018-09-20 10:35:59,13.456s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-09-20 10:35:59,2018-09-20 10:35:59,0.019s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-09-20 10:35:59,2018-09-20 10:35:59,0.045s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:35:59,2018-09-20 10:36:01,2.188s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-09-20 10:36:01,2018-09-20 10:36:02,0.849s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-09-20 10:36:02,2018-09-20 10:36:11,9.389s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:36:11,2018-09-20 10:36:12,0.639s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:36:12,2018-09-20 10:36:18,6.061s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-09-20 10:36:18,2018-09-20 10:36:19,0.886s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-09-20 10:36:19,2018-09-20 10:36:26,7.573s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:36:26,2018-09-20 10:36:27,0.377s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-09-20 10:36:27,2018-09-20 10:36:32,5.686s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 10:36:32,2018-09-20 10:36:35,2.697s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-20 10:36:35,2018-09-20 10:36:35,0.420s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 10:36:35,2018-09-20 10:36:36,0.270s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-09-20 10:36:36,2018-09-20 10:36:39,3.755s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-09-20 10:36:39,2018-09-20 10:36:47,7.404s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-09-20 10:36:47,2018-09-20 10:36:47,0.092s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-09-20 10:36:47,2018-09-20 10:36:47,0.154s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-09-20 10:36:47,2018-09-20 10:36:51,3.834s,PASSED
delay,Chrome 69.0.3497.100,,2018-09-20 10:36:51,2018-09-20 10:37:11,20.017s,PASSED
clearText,Chrome 69.0.3497.100,,2018-09-20 10:37:11,2018-09-20 10:37:11,0.102s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-09-20 10:37:11,2018-09-20 10:37:11,0.288s,PASSED
click,Chrome 69.0.3497.100,,2018-09-20 10:37:11,2018-09-20 10:37:17,5.632s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP8: Verify message displays: Your password has been reset.,2018-09-20 10:37:17,2018-09-20 10:37:17,0.038s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:37:17,2018-09-20 10:37:20,2.553s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 10:37:20,2018-09-20 10:37:20,0.905s,PASSED
verifyElementText,Chrome 69.0.3497.100,VP9: Verify message displays: Wrong Password when logging in with old password,2018-09-20 10:37:20,2018-09-20 10:37:21,0.651s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 10:37:21,2018-09-20 10:37:22,0.653s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP10: User can login successfully with username and new password,2018-09-20 10:37:22,2018-09-20 10:37:30,8.114s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:37:30,2018-09-20 10:37:30,0.368s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:37:30,2018-09-20 10:37:38,7.298s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 10:37:38,2018-09-20 10:37:38,0.803s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP11: Verify user can login with email and new password,2018-09-20 10:37:38,2018-09-20 10:37:47,8.677s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:37:47,2018-09-20 10:37:48,1.317s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC02_SignUp_Login_ViaFacebookEmail_NewUser_OldUser,Chrome 69.0.3497.100,,2018-09-20 10:37:51,2018-09-20 10:43:14,5m - 22.980s,PASSED
beautytap.AdminAction.deleteUser,Chrome 69.0.3497.100,,2018-09-20 10:37:51,2018-09-20 10:38:34,43.423s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-20 10:38:34,2018-09-20 10:39:12,37.811s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,SIGNUP VIA FACEBOOK NOT EXIST IN SYSTEM,2018-09-20 10:39:12,2018-09-20 10:39:15,2.738s,PASSED
beautytap.GeneralAction.signupViaFacebook,Chrome 69.0.3497.100,,2018-09-20 10:39:15,2018-09-20 10:39:43,28.558s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify user is logged in after Signup via Facebook,2018-09-20 10:39:43,2018-09-20 10:39:44,0.330s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:39:44,2018-09-20 10:39:45,1.226s,PASSED
beautytap.AdminAction.deleteUser,Chrome 69.0.3497.100,LOGIN VIA FACEBOOK NOT EXIST IN SYSTEM,2018-09-20 10:39:45,2018-09-20 10:40:28,42.501s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-20 10:40:28,2018-09-20 10:41:09,41.962s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:41:09,2018-09-20 10:41:13,3.211s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 10:41:13,2018-09-20 10:41:17,4.615s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP2: Verify user is logged in via Facebook ,2018-09-20 10:41:17,2018-09-20 10:41:40,23.078s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:41:40,2018-09-20 10:41:42,1.194s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,SIGNUP VIA FACEBOOK ALREADY EXIST IN SYSTEM,2018-09-20 10:41:42,2018-09-20 10:42:11,29.884s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:42:11,2018-09-20 10:42:15,3.048s,PASSED
beautytap.GeneralAction.signupViaFacebook,Chrome 69.0.3497.100,,2018-09-20 10:42:15,2018-09-20 10:42:35,20.785s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify user is logged in after Signup via Facebook,2018-09-20 10:42:35,2018-09-20 10:42:35,0.039s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:42:35,2018-09-20 10:42:37,1.331s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,LOGIN VIA FACEBOOK ALREADY EXIST IN SYSTEM,2018-09-20 10:42:37,2018-09-20 10:42:52,15.574s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-20 10:42:52,2018-09-20 10:42:55,3.161s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-09-20 10:42:55,2018-09-20 10:42:59,3.975s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify user is logged in via Facebook,2018-09-20 10:42:59,2018-09-20 10:43:09,9.874s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-09-20 10:43:09,2018-09-20 10:43:11,1.982s,PASSED
,,,,,,
Test Cases/Shop/TC03_Search_SimpleProduct_Sale_Creditcard_LessThan60_Normal,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:46:16,3m - 2.722s,PASSED
Statement - productName = SIMPLE_SALE_PRODUCT,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.008s,PASSED
"Statement - searchName = productName.substring(0, productName.indexOf(""/""))",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.013s,PASSED
Statement - saleprice = SIMPLE_SALE_PRICE,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.011s,PASSED
Statement - regularprice = SIMPLE_SALE_REGULAR_PRICE,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.008s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.009s,PASSED
"Statement - email = ""auto"" + r_string + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.008s,PASSED
"Statement - orderNote = ""auto"" + r_string + ""Order""",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.027s,PASSED
Statement - currentNumberItemInCart = <not implemented yet for class: org.codehaus.groovy.ast.expr.EmptyExpression>,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.008s,PASSED
Statement - quantity = 1,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.008s,PASSED
"Statement - subtotal = CustomKeywords.beautytap.ShopAction.calculateTotal(quantity, saleprice)",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.111s,PASSED
Statement - total = subtotal + SHIPPING_PRICE,Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.036s,PASSED
"Statement - total = CustomKeywords.beautytap.ShopAction.calculateTotal(1, total)",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.012s,PASSED
"Statement - products = new org.json.JSONArray((((((([{""productname"":"" + productName) + "",""variation"":"""",""quantity"":"") + quantity) + "",""price"":"") + saleprice) + ""}]))",Chrome 69.0.3497.100,,2018-09-20 10:43:14,2018-09-20 10:43:14,0.056s,PASSED
