Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 69.0.3497.100,,2018-10-01 18:14:36,2018-10-01 18:18:40,4m - 3.436s,INCOMPLETE
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-10-01 18:14:37,2018-10-01 18:18:40,4m - 2.871s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.045s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.013s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.009s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.019s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.023s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.010s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.010s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.040s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:38,0.031s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-10-01 18:14:38,2018-10-01 18:14:51,12.317s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:14:51,2018-10-01 18:14:53,2.951s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-10-01 18:14:53,2018-10-01 18:14:56,2.304s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-10-01 18:14:56,2018-10-01 18:15:02,5.780s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-01 18:15:02,2018-10-01 18:15:16,14.154s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-10-01 18:15:16,2018-10-01 18:15:47,31.343s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-01 18:15:47,2018-10-01 18:15:47,0.185s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-01 18:15:47,2018-10-01 18:16:02,14.313s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-01 18:16:02,2018-10-01 18:16:02,0.020s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-10-01 18:16:02,2018-10-01 18:16:02,0.041s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:16:02,2018-10-01 18:16:05,2.907s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-10-01 18:16:05,2018-10-01 18:16:06,1.122s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-10-01 18:16:06,2018-10-01 18:16:16,10.444s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-01 18:16:16,2018-10-01 18:16:17,0.605s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:16:17,2018-10-01 18:16:25,8.065s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-10-01 18:16:25,2018-10-01 18:16:26,1.184s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-10-01 18:16:26,2018-10-01 18:16:35,8.720s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-01 18:16:35,2018-10-01 18:16:36,1.265s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-10-01 18:16:36,2018-10-01 18:16:43,7.454s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 18:16:43,2018-10-01 18:16:47,3.265s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-01 18:16:47,2018-10-01 18:16:47,0.211s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 18:16:47,2018-10-01 18:16:47,0.298s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-10-01 18:16:47,2018-10-01 18:16:51,3.694s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-01 18:16:51,2018-10-01 18:17:04,12.794s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-10-01 18:17:04,2018-10-01 18:17:35,31.256s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-01 18:17:35,2018-10-01 18:17:35,0.456s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-01 18:17:35,2018-10-01 18:17:40,4.418s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 18:17:40,2018-10-01 18:18:00,20.019s,PASSED
