Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,Chrome 69.0.3497.100,,2018-09-21 10:19:47,2018-09-21 10:38:37,18m - 49.959s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-09-21 10:19:47,2018-09-21 10:22:44,2m - 56.876s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-09-21 10:19:48,2018-09-21 10:19:48,0.050s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-09-21 10:19:48,2018-09-21 10:19:48,0.055s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-09-21 10:19:48,2018-09-21 10:19:48,0.007s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-09-21 10:19:48,2018-09-21 10:19:48,0.050s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-09-21 10:19:48,2018-09-21 10:19:49,0.162s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-09-21 10:19:49,2018-09-21 10:19:49,0.020s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-09-21 10:19:49,2018-09-21 10:19:49,0.029s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-09-21 10:19:49,2018-09-21 10:19:49,0.070s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-09-21 10:19:49,2018-09-21 10:19:49,0.020s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-09-21 10:19:49,2018-09-21 10:20:11,22.604s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-09-21 10:20:11,2018-09-21 10:20:15,3.428s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-09-21 10:20:15,2018-09-21 10:20:17,2.135s,PASSED
