Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Regression,Chrome 69.0.3497.100,,2018-10-16 21:37:28,2018-10-16 22:52:38,1h - 15m - 9.489s,FAILED
,,,,,,
Test Cases/Shop/TC09_ScheduleSale_LimitStock_SimpleProduct,Chrome 69.0.3497.100,,2018-10-16 21:37:29,2018-10-16 21:46:30,9m - 0.763s,FAILED
Statement - productName = SCHEDULE_SIMPLE_PRODUCT,Chrome 69.0.3497.100,,2018-10-16 21:37:30,2018-10-16 21:37:30,0.039s,PASSED
Statement - regularPrice = SCHEDULE_REGULAR_PRICE,Chrome 69.0.3497.100,,2018-10-16 21:37:30,2018-10-16 21:37:30,0.014s,PASSED
Statement - salePrice = SCHEDULE_SALE_PRICE,Chrome 69.0.3497.100,,2018-10-16 21:37:30,2018-10-16 21:37:31,0.123s,PASSED
Statement - quantity = 6,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.014s,PASSED
"Statement - subtotalRegular = CustomKeywords.beautytap.ShopAction.calculateTotal(quantity, regularPrice)",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.098s,PASSED
"Statement - subtotalSale = CustomKeywords.beautytap.ShopAction.calculateTotal(1, salePrice)",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.020s,PASSED
"Statement - shippingType = ""free""",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.055s,PASSED
Statement - shippingLabel = FREE_SHIPPING_LABEL,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.022s,PASSED
"Statement - shippingTypeSale = ""normal""",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.021s,PASSED
Statement - shippingLabelSale = SHIPPING_LABEL,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.016s,PASSED
Statement - shippingPriceSale = SHIPPING_PRICE,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.013s,PASSED
"Statement - totalSale = java.lang.Float.parseFloat(java.lang.String.format(""%.2f"", subtotalSale + shippingPriceSale))",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.014s,PASSED
Statement - schedulTimeout = 300,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.011s,PASSED
"Statement - limitStockSchedule = ""yes""",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.012s,PASSED
Statement - variation = new org.json.JSONArray(),Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.094s,PASSED
Statement - scheduleDelay = 4,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.022s,PASSED
Statement - scheduleDuration = 4,Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.010s,PASSED
"Statement - paymentMethod = ""Amazon Pay""",Chrome 69.0.3497.100,,2018-10-16 21:37:31,2018-10-16 21:37:31,0.015s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,Login as Admin,2018-10-16 21:37:31,2018-10-16 21:37:48,16.517s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 21:37:48,2018-10-16 21:38:04,16.606s,PASSED
beautytap.AdminAction.selectAdminMenu,Chrome 69.0.3497.100,,2018-10-16 21:38:04,2018-10-16 21:38:11,7.042s,PASSED
"Statement - datetime = CustomKeywords.beautytap.ShopAction.generateScheduleDateTime(TIMEZONE, scheduleDelay, scheduleDuration)",Chrome 69.0.3497.100,,2018-10-16 21:38:11,2018-10-16 21:38:11,0.064s,PASSED
"Statement - startDate = datetime.get(""startdate"")",Chrome 69.0.3497.100,,2018-10-16 21:38:11,2018-10-16 21:38:11,0.014s,PASSED
"Statement - endDate = datetime.get(""enddate"")",Chrome 69.0.3497.100,,2018-10-16 21:38:11,2018-10-16 21:38:11,0.017s,PASSED
beautytap.AdminAction.scheduleSaleProduct,Chrome 69.0.3497.100,,2018-10-16 21:38:11,2018-10-16 21:39:10,58.484s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-16 21:39:10,2018-10-16 21:39:11,1.432s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,"VP1: Verify before schedule, regular price display on Search result",2018-10-16 21:39:11,2018-10-16 21:45:40,6m - 28.394s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,,2018-10-16 21:45:40,2018-10-16 21:45:51,10.867s,PASSED
beautytap.ShopAction.VerifyProductOnSearchResult,Chrome 69.0.3497.100,,2018-10-16 21:45:51,2018-10-16 21:45:51,0.017s,PASSED
beautytap.ShopAction.selectSearchResult,Chrome 69.0.3497.100,"VP2: Verify before schedule, regular price display on Product Detail",2018-10-16 21:45:51,2018-10-16 21:45:55,4.693s,PASSED
beautytap.ShopAction.VerifyProductDetails,Chrome 69.0.3497.100,,2018-10-16 21:45:55,2018-10-16 21:46:27,31.845s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 22:08:36,22m - 6.102s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.031s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.010s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.007s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.014s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.010s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.008s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.008s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.009s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:46:30,0.008s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-10-16 21:46:30,2018-10-16 21:50:44,4m - 13.296s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 21:50:44,2018-10-16 21:50:47,3.455s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-10-16 21:50:47,2018-10-16 21:50:49,1.767s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-10-16 21:50:49,2018-10-16 21:50:52,3.204s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-16 21:50:52,2018-10-16 21:51:05,13.317s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-10-16 21:51:05,2018-10-16 21:51:05,0.058s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-16 21:51:05,2018-10-16 21:51:06,0.161s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-16 21:51:06,2018-10-16 21:51:14,8.196s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-16 21:51:14,2018-10-16 21:51:14,0.021s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-10-16 21:51:14,2018-10-16 21:51:14,0.044s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 21:51:14,2018-10-16 21:51:16,2.628s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-10-16 21:51:16,2018-10-16 21:51:17,0.820s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-10-16 21:51:17,2018-10-16 21:53:24,2m - 6.457s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 21:53:24,2018-10-16 21:53:25,0.764s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 21:53:25,2018-10-16 21:57:22,3m - 57.160s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-10-16 21:57:22,2018-10-16 21:57:23,0.938s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-10-16 21:57:23,2018-10-16 21:59:29,2m - 6.053s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 21:59:29,2018-10-16 21:59:30,0.920s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-10-16 21:59:30,2018-10-16 22:01:36,2m - 6.570s,PASSED
click,Chrome 69.0.3497.100,,2018-10-16 22:01:36,2018-10-16 22:01:39,2.450s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-16 22:01:39,2018-10-16 22:01:39,0.219s,PASSED
click,Chrome 69.0.3497.100,,2018-10-16 22:01:39,2018-10-16 22:01:39,0.195s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-10-16 22:01:39,2018-10-16 22:01:42,2.673s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-16 22:01:42,2018-10-16 22:01:54,11.926s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-10-16 22:01:54,2018-10-16 22:01:54,0.044s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-16 22:01:54,2018-10-16 22:01:54,0.157s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-16 22:01:54,2018-10-16 22:01:58,3.821s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-16 22:01:58,2018-10-16 22:02:18,20.015s,PASSED
clearText,Chrome 69.0.3497.100,,2018-10-16 22:02:18,2018-10-16 22:02:18,0.112s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-16 22:02:18,2018-10-16 22:02:18,0.313s,PASSED
click,Chrome 69.0.3497.100,,2018-10-16 22:02:18,2018-10-16 22:02:23,4.769s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP8: Verify message displays: Your password has been reset.,2018-10-16 22:02:23,2018-10-16 22:02:23,0.043s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 22:02:23,2018-10-16 22:02:25,2.328s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 22:02:25,2018-10-16 22:02:26,0.793s,PASSED
verifyElementText,Chrome 69.0.3497.100,VP9: Verify message displays: Wrong Password when logging in with old password,2018-10-16 22:02:26,2018-10-16 22:02:27,0.651s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 22:02:27,2018-10-16 22:02:27,0.652s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP10: User can login successfully with username and new password,2018-10-16 22:02:27,2018-10-16 22:04:33,2m - 5.355s,PASSED
