Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Statement - schedulTimeout = 300,Chrome 69.0.3497.100,,2018-10-16 16:58:13,2018-10-16 16:58:13,0.039s,PASSED
"Statement - limitStockSchedule = ""yes""",Chrome 69.0.3497.100,,2018-10-16 16:58:13,2018-10-16 16:58:13,0.013s,PASSED
Statement - variation = new org.json.JSONArray(),Chrome 69.0.3497.100,,2018-10-16 16:58:13,2018-10-16 16:58:13,0.026s,PASSED
Statement - scheduleDelay = 4,Chrome 69.0.3497.100,,2018-10-16 16:58:13,2018-10-16 16:58:13,0.011s,PASSED
Statement - scheduleDuration = 4,Chrome 69.0.3497.100,,2018-10-16 16:58:13,2018-10-16 16:58:13,0.078s,PASSED
"Statement - paymentMethod = ""Amazon Pay""",Chrome 69.0.3497.100,,2018-10-16 16:58:13,2018-10-16 16:58:13,0.036s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,Login as Admin,2018-10-16 16:58:13,2018-10-16 16:58:33,20.043s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 16:58:33,2018-10-16 16:58:44,10.772s,PASSED
beautytap.AdminAction.selectAdminMenu,Chrome 69.0.3497.100,,2018-10-16 16:58:44,2018-10-16 16:58:59,15.108s,PASSED
"Statement - datetime = CustomKeywords.beautytap.ShopAction.generateScheduleDateTime(TIMEZONE, scheduleDelay, scheduleDuration)",Chrome 69.0.3497.100,,2018-10-16 16:58:59,2018-10-16 16:58:59,0.092s,PASSED
"Statement - startDate = datetime.get(""startdate"")",Chrome 69.0.3497.100,,2018-10-16 16:58:59,2018-10-16 16:58:59,0.044s,PASSED
"Statement - endDate = datetime.get(""enddate"")",Chrome 69.0.3497.100,,2018-10-16 16:58:59,2018-10-16 16:58:59,0.012s,PASSED
beautytap.AdminAction.scheduleSaleProduct,Chrome 69.0.3497.100,,2018-10-16 16:58:59,2018-10-16 17:00:14,1m - 15.378s,PASSED
closeBrowser,Chrome 69.0.3497.100,,2018-10-16 17:00:14,2018-10-16 17:00:15,1.051s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,"VP1: Verify before schedule, regular price display on Search result",2018-10-16 17:00:15,2018-10-16 17:00:54,38.842s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,,2018-10-16 17:00:54,2018-10-16 17:01:06,11.293s,PASSED
beautytap.ShopAction.VerifyProductOnSearchResult,Chrome 69.0.3497.100,,2018-10-16 17:01:06,2018-10-16 17:01:06,0.017s,PASSED
beautytap.ShopAction.selectSearchResult,Chrome 69.0.3497.100,"VP2: Verify before schedule, regular price display on Product Detail",2018-10-16 17:01:06,2018-10-16 17:01:14,8.871s,PASSED
beautytap.ShopAction.VerifyProductDetails,Chrome 69.0.3497.100,,2018-10-16 17:01:14,2018-10-16 17:01:15,0.307s,PASSED
beautytap.ShopAction.selectCategory,Chrome 69.0.3497.100,"VP3: Verify before schedule, regular price display on Product List",2018-10-16 17:01:15,2018-10-16 17:01:25,10.140s,PASSED
beautytap.ShopAction.findProductOnProductList,Chrome 69.0.3497.100,,2018-10-16 17:01:25,2018-10-16 17:01:44,19.298s,PASSED
beautytap.ShopAction.VerifyProductOnProductList,Chrome 69.0.3497.100,,2018-10-16 17:01:44,2018-10-16 17:01:44,0.251s,PASSED
beautytap.ShopAction.selectProductOnProductList,Chrome 69.0.3497.100,Add product to cart,2018-10-16 17:01:44,2018-10-16 17:01:52,7.862s,PASSED
beautytap.ShopAction.addProductToCart,Chrome 69.0.3497.100,,2018-10-16 17:01:52,2018-10-16 17:02:07,14.281s,PASSED
beautytap.ShopAction.goToCart,Chrome 69.0.3497.100,Go to cart,2018-10-16 17:02:07,2018-10-16 17:02:14,6.962s,PASSED
beautytap.ShopAction.VerifyProductInCart,Chrome 69.0.3497.100,"VP4: Verify before schedule, regular price display in cart",2018-10-16 17:02:14,2018-10-16 17:02:14,0.270s,PASSED
beautytap.ShopAction.loginAmazonPay,Chrome 69.0.3497.100,Checkout via amazon pay,2018-10-16 17:02:14,2018-10-16 17:02:50,36.330s,PASSED
"Statement - productArray = ""[{""productname"":"""" + productName + """",""variation"":"""",""quantity"":"""" + quantity + """",""price"":"""" + regularPrice + """"}]""",Chrome 69.0.3497.100,"VP5: Verify before schedule, regular price display in Checkout",2018-10-16 17:02:50,2018-10-16 17:02:50,0.034s,PASSED
Statement - products = new org.json.JSONArray(productArray),Chrome 69.0.3497.100,,2018-10-16 17:02:50,2018-10-16 17:02:50,0.011s,PASSED
beautytap.ShopAction.VerifyOrderDetailsOnCheckout,Chrome 69.0.3497.100,,2018-10-16 17:02:50,2018-10-16 17:02:51,0.327s,PASSED
beautytap.ShopAction.checkoutViaAmazonPay,Chrome 69.0.3497.100,,2018-10-16 17:02:51,2018-10-16 17:03:08,16.973s,PASSED
beautytap.ShopAction.VerifyOrderReceivedDetails,Chrome 69.0.3497.100,"VP6: Verify before schedule, regular price display in Order Received",2018-10-16 17:03:08,2018-10-16 17:03:13,5.860s,PASSED
beautytap.ShopAction.waitForSchedule,Chrome 69.0.3497.100,Wait for schedule,2018-10-16 17:03:13,2018-10-16 17:03:13,0.015s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,"VP7: Verify during schedule, SALE price display on Search result",2018-10-16 17:03:13,2018-10-16 17:03:24,10.414s,PASSED
beautytap.ShopAction.VerifyProductOnSearchResult,Chrome 69.0.3497.100,,2018-10-16 17:03:24,2018-10-16 17:03:24,0.014s,PASSED
beautytap.ShopAction.selectSearchResult,Chrome 69.0.3497.100,"VP8: Verify during schedule, SALE price display on Product Detail",2018-10-16 17:03:24,2018-10-16 17:03:38,14.347s,PASSED
beautytap.ShopAction.VerifyProductDetails,Chrome 69.0.3497.100,,2018-10-16 17:03:38,2018-10-16 17:03:38,0.324s,PASSED
beautytap.ShopAction.selectCategory,Chrome 69.0.3497.100,"VP9: Verify during schedule, SALE price display on Product List",2018-10-16 17:03:38,2018-10-16 17:03:48,9.117s,PASSED
beautytap.ShopAction.findProductOnProductList,Chrome 69.0.3497.100,,2018-10-16 17:03:48,2018-10-16 17:04:06,18.514s,PASSED
beautytap.ShopAction.VerifyProductOnProductList,Chrome 69.0.3497.100,,2018-10-16 17:04:06,2018-10-16 17:04:08,2.172s,PASSED
verifyElementNotPresent,Chrome 69.0.3497.100,"VP10: Verify during schedule,Quantity textbox is not displayed due to limit stock affect",2018-10-16 17:04:08,2018-10-16 17:04:08,0.134s,PASSED
beautytap.ShopAction.selectProductOnProductList,Chrome 69.0.3497.100,Add product to cart,2018-10-16 17:04:08,2018-10-16 17:04:17,8.638s,PASSED
beautytap.ShopAction.addProductToCart,Chrome 69.0.3497.100,,2018-10-16 17:04:17,2018-10-16 17:04:31,14.080s,PASSED
beautytap.ShopAction.goToCart,Chrome 69.0.3497.100,Go to cart,2018-10-16 17:04:31,2018-10-16 17:04:37,5.983s,PASSED
beautytap.ShopAction.VerifyProductInCart,Chrome 69.0.3497.100,"VP11: Verify during schedule, SALE price display in cart",2018-10-16 17:04:37,2018-10-16 17:04:43,6.052s,PASSED
beautytap.ShopAction.processToCheckout,Chrome 69.0.3497.100,Checkout via amazon pay,2018-10-16 17:04:43,2018-10-16 17:04:52,8.891s,PASSED
beautytap.ShopAction.loginAmazonPay,Chrome 69.0.3497.100,,2018-10-16 17:04:52,2018-10-16 17:05:27,35.376s,PASSED
"Statement - productArraySale = ""[{""productname"":"""" + productName + """",""variation"":"""",""quantity"":""1"",""price"":"""" + salePrice + """"}]""",Chrome 69.0.3497.100,"VP12: Verify during schedule, SALE price display in Checkout",2018-10-16 17:05:27,2018-10-16 17:05:27,0.010s,PASSED
Statement - productSale = new org.json.JSONArray(productArraySale),Chrome 69.0.3497.100,,2018-10-16 17:05:27,2018-10-16 17:05:27,0.010s,PASSED
beautytap.ShopAction.VerifyOrderDetailsOnCheckout,Chrome 69.0.3497.100,,2018-10-16 17:05:27,2018-10-16 17:05:28,0.610s,PASSED
beautytap.ShopAction.checkoutViaAmazonPay,Chrome 69.0.3497.100,,2018-10-16 17:05:28,2018-10-16 17:05:44,15.422s,PASSED
beautytap.ShopAction.VerifyOrderReceivedDetails,Chrome 69.0.3497.100,"VP13: Verify during schedule, SALE price display in Order Received",2018-10-16 17:05:44,2018-10-16 17:05:44,0.480s,PASSED
beautytap.ShopAction.waitForSchedule,Chrome 69.0.3497.100,Wait for schedule,2018-10-16 17:05:44,2018-10-16 17:07:14,1m - 30.063s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,"VP14: Verify AFTER schedule, regular price display on Search result",2018-10-16 17:07:14,2018-10-16 17:07:46,32.084s,PASSED
beautytap.ShopAction.globalSearch,Chrome 69.0.3497.100,,2018-10-16 17:07:46,2018-10-16 17:07:57,10.907s,PASSED
beautytap.ShopAction.VerifyProductOnSearchResult,Chrome 69.0.3497.100,,2018-10-16 17:07:57,2018-10-16 17:07:57,0.015s,PASSED
beautytap.ShopAction.selectSearchResult,Chrome 69.0.3497.100,"VP15: Verify AFTER schedule, regular price display on Product Detail",2018-10-16 17:07:57,2018-10-16 17:08:11,13.944s,PASSED
beautytap.ShopAction.VerifyProductDetails,Chrome 69.0.3497.100,,2018-10-16 17:08:11,2018-10-16 17:08:11,0.258s,PASSED
beautytap.ShopAction.selectCategory,Chrome 69.0.3497.100,"VP16: Verify AFTER schedule, regular price display on Product List",2018-10-16 17:08:11,2018-10-16 17:08:20,8.953s,PASSED
beautytap.ShopAction.findProductOnProductList,Chrome 69.0.3497.100,,2018-10-16 17:08:20,2018-10-16 17:08:40,19.675s,PASSED
beautytap.ShopAction.VerifyProductOnProductList,Chrome 69.0.3497.100,,2018-10-16 17:08:40,2018-10-16 17:08:40,0.260s,PASSED
beautytap.ShopAction.selectProductOnProductList,Chrome 69.0.3497.100,Add product to cart,2018-10-16 17:08:40,2018-10-16 17:08:48,8.028s,PASSED
beautytap.ShopAction.addProductToCart,Chrome 69.0.3497.100,,2018-10-16 17:08:48,2018-10-16 17:09:02,13.603s,PASSED
beautytap.ShopAction.goToCart,Chrome 69.0.3497.100,Go to cart,2018-10-16 17:09:02,2018-10-16 17:09:09,6.913s,PASSED
beautytap.ShopAction.VerifyProductInCart,Chrome 69.0.3497.100,"VP17: Verify AFTER schedule, regular price display in cart",2018-10-16 17:09:09,2018-10-16 17:09:09,0.249s,PASSED
beautytap.ShopAction.loginAmazonPay,Chrome 69.0.3497.100,Checkout via amazon pay,2018-10-16 17:09:09,2018-10-16 17:09:46,37.376s,PASSED
"Statement - productArrayAfter = ""[{""productname"":"""" + productName + """",""variation"":"""",""quantity"":"""" + quantity + """",""price"":"""" + regularPrice + """"}]""",Chrome 69.0.3497.100,"VP18: Verify AFTER schedule, regular price display in Checkout",2018-10-16 17:09:46,2018-10-16 17:09:46,0.025s,PASSED
Statement - productsAfter = new org.json.JSONArray(productArrayAfter),Chrome 69.0.3497.100,,2018-10-16 17:09:46,2018-10-16 17:09:46,0.011s,PASSED
beautytap.ShopAction.VerifyOrderDetailsOnCheckout,Chrome 69.0.3497.100,,2018-10-16 17:09:46,2018-10-16 17:09:48,1.461s,PASSED
beautytap.ShopAction.checkoutViaAmazonPay,Chrome 69.0.3497.100,,2018-10-16 17:09:48,2018-10-16 17:10:53,1m - 5.129s,PASSED
beautytap.ShopAction.VerifyOrderReceivedDetails,Chrome 69.0.3497.100,"VP19: Verify AFTER schedule, regular price display in Order Received",2018-10-16 17:10:53,2018-10-16 17:11:56,1m - 2.604s,FAILED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:17:27,5m - 28.871s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.048s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.020s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.081s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.012s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.016s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.023s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.011s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.012s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:11:59,0.015s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-10-16 17:11:59,2018-10-16 17:12:44,44.514s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:12:44,2018-10-16 17:12:49,4.676s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-10-16 17:12:49,2018-10-16 17:12:51,2.124s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-10-16 17:12:51,2018-10-16 17:13:01,10.519s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-16 17:13:01,2018-10-16 17:13:24,22.981s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-10-16 17:13:24,2018-10-16 17:13:24,0.048s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-16 17:13:24,2018-10-16 17:13:24,0.178s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-16 17:13:24,2018-10-16 17:13:53,28.405s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-16 17:13:53,2018-10-16 17:13:53,0.024s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-10-16 17:13:53,2018-10-16 17:13:53,0.041s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:13:53,2018-10-16 17:13:57,4.326s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-10-16 17:13:57,2018-10-16 17:13:58,1.074s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-10-16 17:13:58,2018-10-16 17:14:20,21.401s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:14:20,2018-10-16 17:14:20,0.683s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:14:20,2018-10-16 17:14:34,13.183s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-10-16 17:14:34,2018-10-16 17:14:35,1.766s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-10-16 17:14:35,2018-10-16 17:14:57,21.213s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:14:57,2018-10-16 17:14:58,1.024s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-10-16 17:14:58,2018-10-16 17:15:16,18.092s,PASSED
click,Chrome 69.0.3497.100,,2018-10-16 17:15:16,2018-10-16 17:15:20,3.885s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-16 17:15:20,2018-10-16 17:15:20,0.388s,PASSED
click,Chrome 69.0.3497.100,,2018-10-16 17:15:20,2018-10-16 17:15:20,0.538s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-10-16 17:15:20,2018-10-16 17:15:26,5.543s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-16 17:15:26,2018-10-16 17:15:40,14.148s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-10-16 17:15:40,2018-10-16 17:15:40,0.065s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-16 17:15:40,2018-10-16 17:15:40,0.266s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-16 17:15:40,2018-10-16 17:15:46,5.921s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-16 17:15:46,2018-10-16 17:16:06,20.023s,PASSED
clearText,Chrome 69.0.3497.100,,2018-10-16 17:16:06,2018-10-16 17:16:07,0.117s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-16 17:16:07,2018-10-16 17:16:07,0.310s,PASSED
click,Chrome 69.0.3497.100,,2018-10-16 17:16:07,2018-10-16 17:16:13,6.569s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP8: Verify message displays: Your password has been reset.,2018-10-16 17:16:13,2018-10-16 17:16:13,0.068s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:16:13,2018-10-16 17:16:18,4.915s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 17:16:18,2018-10-16 17:16:20,1.590s,PASSED
verifyElementText,Chrome 69.0.3497.100,VP9: Verify message displays: Wrong Password when logging in with old password,2018-10-16 17:16:20,2018-10-16 17:16:21,0.713s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 17:16:21,2018-10-16 17:16:22,1.486s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP10: User can login successfully with username and new password,2018-10-16 17:16:22,2018-10-16 17:16:44,22.272s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:16:44,2018-10-16 17:16:46,1.866s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:16:46,2018-10-16 17:16:59,12.332s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 17:16:59,2018-10-16 17:17:00,1.137s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP11: Verify user can login with email and new password,2018-10-16 17:17:00,2018-10-16 17:17:21,21.623s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:17:21,2018-10-16 17:17:25,3.565s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC02_SignUp_Login_ViaFacebookEmail_NewUser_OldUser,Chrome 69.0.3497.100,,2018-10-16 17:17:27,2018-10-16 17:24:05,6m - 37.459s,PASSED
beautytap.AdminAction.deleteUser,Chrome 69.0.3497.100,,2018-10-16 17:17:28,2018-10-16 17:18:16,48.598s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-10-16 17:18:16,2018-10-16 17:18:51,35.023s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,SIGNUP VIA FACEBOOK NOT EXIST IN SYSTEM,2018-10-16 17:18:51,2018-10-16 17:18:55,3.600s,PASSED
beautytap.GeneralAction.signupViaFacebook,Chrome 69.0.3497.100,,2018-10-16 17:18:55,2018-10-16 17:19:25,30.322s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify user is logged in after Signup via Facebook,2018-10-16 17:19:25,2018-10-16 17:19:25,0.093s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:19:25,2018-10-16 17:19:28,2.805s,PASSED
beautytap.AdminAction.deleteUser,Chrome 69.0.3497.100,LOGIN VIA FACEBOOK NOT EXIST IN SYSTEM,2018-10-16 17:19:28,2018-10-16 17:20:48,1m - 19.388s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-10-16 17:20:48,2018-10-16 17:21:24,35.920s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:21:24,2018-10-16 17:21:27,3.175s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 17:21:27,2018-10-16 17:21:32,4.908s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP2: Verify user is logged in via Facebook ,2018-10-16 17:21:32,2018-10-16 17:21:55,23.235s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:21:55,2018-10-16 17:21:57,1.924s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,SIGNUP VIA FACEBOOK ALREADY EXIST IN SYSTEM,2018-10-16 17:21:57,2018-10-16 17:22:22,25.092s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:22:22,2018-10-16 17:22:25,3.274s,PASSED
beautytap.GeneralAction.signupViaFacebook,Chrome 69.0.3497.100,,2018-10-16 17:22:25,2018-10-16 17:22:52,27.196s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify user is logged in after Signup via Facebook,2018-10-16 17:22:52,2018-10-16 17:22:52,0.143s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:22:52,2018-10-16 17:22:54,1.772s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,LOGIN VIA FACEBOOK ALREADY EXIST IN SYSTEM,2018-10-16 17:22:54,2018-10-16 17:23:28,34.254s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-16 17:23:28,2018-10-16 17:23:33,4.466s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-16 17:23:33,2018-10-16 17:23:38,5.449s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify user is logged in via Facebook,2018-10-16 17:23:38,2018-10-16 17:24:01,22.422s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-16 17:24:01,2018-10-16 17:24:02,1.598s,PASSED
,,,,,,
Test Cases/Shop/TC07_BuyProduct_EarnPendingPoint_EarnRedeemablePoint,Chrome 69.0.3497.100,"1. Login as user
2. Go to My Rewoard get current multiplier, lifetime, pending, redeemable points, point value
3. By a product then process to checkout
VP1: Verify reward on checkout page: Rewards earned = (subtotal-discount)*multiplier
4. Checkout
VP2: Verify reward on Order received page: Rewards earned = (subtotal-discount)*multiplier
5. Go to Reward page
VP3: Verify reward detail: lifetime:notchange,pending=current pending+reward, redeemable:notchange,point value: not change
VP4: Verify reward history: 1 row with sataut pending,1 row with status processing
6. Login as Admin
7. Change order status to complete
8. Login as user
VP5: Verify notification order complete
VP6: Verify email order complete with reward point
9. Go to reward page
VP7: Verify reward detail: lifetime=lifetime+reward,pending=pending-reward, redeemable=redeemable+reward,point value: associate with reward
VP8: Verify reward history: 1 row with sataut complete
",2018-10-16 17:24:05,2018-10-16 17:30:50,6m - 45.585s,PASSED
Statement - username = USER_EMAIL,Chrome 69.0.3497.100,,2018-10-16 17:24:05,2018-10-16 17:24:05,0.025s,PASSED
Statement - password = USER_PASSWORD,Chrome 69.0.3497.100,,2018-10-16 17:24:05,2018-10-16 17:24:05,0.035s,PASSED
Statement - productName = SIMPLE_PRODUCT,Chrome 69.0.3497.100,,2018-10-16 17:24:05,2018-10-16 17:24:05,0.007s,PASSED
Statement - price = SIMPLE_PRODUCT_PRICE,Chrome 69.0.3497.100,,2018-10-16 17:24:05,2018-10-16 17:24:06,0.193s,PASSED
Statement - quantity = 3,Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.054s,PASSED
Statement - shippingLabel = FREE_SHIPPING_LABEL,Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.020s,PASSED
Statement - shippingPrice = 0,Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.050s,PASSED
"Statement - subtotal = CustomKeywords.beautytap.ShopAction.calculateTotal(quantity, price)",Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.051s,PASSED
Statement - total = subtotal + shippingPrice,Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.008s,PASSED
"Statement - products = new org.json.JSONArray((((((([{""productname"":"" + productName) + "",""variation"":"""",""quantity"":"") + quantity) + "",""price"":"") + price) + ""}]))",Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.101s,PASSED
"Statement - billingInformation = new org.json.JSONObject((({""firstname"":""Test"",""lastname"":""Automation"",""country"":""United States (US)"",""address"":""123 Testing"",""city"":""New York"",""state"":""New York"",""zip"":""90012"",""email"":"" + username) + ""}))",Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.051s,PASSED
"Statement - paymentMethod = ""PayPal""",Chrome 69.0.3497.100,,2018-10-16 17:24:06,2018-10-16 17:24:06,0.022s,PASSED
