Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Demo,Chrome 69.0.3497.100,,2018-10-01 18:23:08,2018-10-01 18:26:27,3m - 19.523s,PASSED
,,,,,,
Test Cases/SignUp_Login_ResetPass/TC01_SignUp_Login_ResetPassword_Via_Email,Chrome 69.0.3497.100,,2018-10-01 18:23:08,2018-10-01 18:26:27,3m - 18.911s,PASSED
"Statement - r_string = new java.lang.Math().random().toString().substring(2, 8)",Chrome 69.0.3497.100,,2018-10-01 18:23:09,2018-10-01 18:23:10,0.067s,PASSED
"Statement - username = ""auto"" + r_string",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.062s,PASSED
"Statement - email = username + ""@mailinator.com""",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.304s,PASSED
"Statement - password = ""123456""",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.092s,PASSED
"Statement - newpassword = ""test123""",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.162s,PASSED
"Statement - name = ""Auto User "" + r_string",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.010s,PASSED
"Statement - birthday = ""01/01/1990""",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.009s,PASSED
"Statement - activation_subject = SITE_TITLE + "" Activate your account""",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.054s,PASSED
"Statement - resetpass_subject = SITE_TITLE + "" Password Reset""",Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:10,0.013s,PASSED
beautytap.GeneralAction.openBeautytap,Chrome 69.0.3497.100,,2018-10-01 18:23:10,2018-10-01 18:23:40,30.090s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:23:40,2018-10-01 18:23:43,2.612s,PASSED
beautytap.GeneralAction.signup,Chrome 69.0.3497.100,,2018-10-01 18:23:43,2018-10-01 18:23:45,2.257s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP1: Verify message displays: Registration successful. A verification email has been sent to you. Please check your inbox.,2018-10-01 18:23:45,2018-10-01 18:23:51,5.776s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-01 18:23:51,2018-10-01 18:24:05,14.152s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP2: Verify activation email exist,2018-10-01 18:24:05,2018-10-01 18:24:05,0.068s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-01 18:24:05,2018-10-01 18:24:05,0.180s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-01 18:24:05,2018-10-01 18:24:19,13.901s,PASSED
waitForPageLoad,Chrome 69.0.3497.100,,2018-10-01 18:24:19,2018-10-01 18:24:19,0.026s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP3: Verify message display: Your account is now active!,2018-10-01 18:24:19,2018-10-01 18:24:19,0.047s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:24:19,2018-10-01 18:24:22,2.152s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with username and password,2018-10-01 18:24:22,2018-10-01 18:24:23,1.009s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP4: Verify avatar icon displays,2018-10-01 18:24:23,2018-10-01 18:24:31,8.558s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-01 18:24:31,2018-10-01 18:24:32,0.959s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:24:32,2018-10-01 18:24:39,7.136s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,Login with email and password,2018-10-01 18:24:39,2018-10-01 18:24:40,1.218s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP5: Verify avatar icon displays,2018-10-01 18:24:40,2018-10-01 18:24:49,8.770s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-01 18:24:49,2018-10-01 18:24:50,1.298s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,RESET PASSWORD,2018-10-01 18:24:50,2018-10-01 18:24:57,6.381s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 18:24:57,2018-10-01 18:24:59,2.122s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-01 18:24:59,2018-10-01 18:24:59,0.235s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 18:24:59,2018-10-01 18:25:00,0.281s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP6:Verify message display: Your password has been reset! Please check your email for the confirmation link.,2018-10-01 18:25:00,2018-10-01 18:25:03,3.720s,PASSED
beautytap.GeneralAction.openMailBox,Chrome 69.0.3497.100,,2018-10-01 18:25:03,2018-10-01 18:25:16,12.636s,PASSED
beautytap.GeneralAction.verifyEmailExist,Chrome 69.0.3497.100,VP7: Verify reset password email exist,2018-10-01 18:25:16,2018-10-01 18:25:16,0.073s,PASSED
beautytap.GeneralAction.openEmail,Chrome 69.0.3497.100,,2018-10-01 18:25:16,2018-10-01 18:25:16,0.175s,PASSED
beautytap.GeneralAction.clickEmailLink,Chrome 69.0.3497.100,,2018-10-01 18:25:16,2018-10-01 18:25:25,8.959s,PASSED
delay,Chrome 69.0.3497.100,,2018-10-01 18:25:25,2018-10-01 18:25:45,20.022s,PASSED
clearText,Chrome 69.0.3497.100,,2018-10-01 18:25:45,2018-10-01 18:25:45,0.132s,PASSED
sendKeys,Chrome 69.0.3497.100,,2018-10-01 18:25:45,2018-10-01 18:25:45,0.269s,PASSED
click,Chrome 69.0.3497.100,,2018-10-01 18:25:45,2018-10-01 18:25:51,5.026s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP8: Verify message displays: Your password has been reset.,2018-10-01 18:25:51,2018-10-01 18:25:51,0.050s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:25:51,2018-10-01 18:25:53,2.589s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-01 18:25:53,2018-10-01 18:25:54,0.841s,PASSED
verifyElementText,Chrome 69.0.3497.100,VP9: Verify message displays: Wrong Password when logging in with old password,2018-10-01 18:25:54,2018-10-01 18:25:55,0.663s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-01 18:25:55,2018-10-01 18:25:55,0.563s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP10: User can login successfully with username and new password,2018-10-01 18:25:55,2018-10-01 18:26:06,11.071s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-01 18:26:06,2018-10-01 18:26:07,1.009s,PASSED
beautytap.GeneralAction.clickNavigationMenu,Chrome 69.0.3497.100,,2018-10-01 18:26:07,2018-10-01 18:26:14,6.483s,PASSED
beautytap.GeneralAction.login,Chrome 69.0.3497.100,,2018-10-01 18:26:14,2018-10-01 18:26:15,1.114s,PASSED
verifyElementPresent,Chrome 69.0.3497.100,VP11: Verify user can login with email and new password,2018-10-01 18:26:15,2018-10-01 18:26:23,7.904s,PASSED
beautytap.GeneralAction.logout,Chrome 69.0.3497.100,,2018-10-01 18:26:23,2018-10-01 18:26:25,2.258s,PASSED
